频道名,地址,来源,图标,检测时间,分组,视频编码,分辨率,帧率,音频
[BD]tvbs精采,https://stream1.freetv.fun/tvbsjing-cai-4.m3u8,网络源,https://epg.pw/media/images/channel/2021/01/11/large/20210111214029367376_50.png,4.567,未分组,h264,1920x1080,30.0,有音频
[BD]大愛二,https://stream1.freetv.fun/da-ai-er-3.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2016/11/22/20161122132027545644_22.png,4.978,未分组,h264,1920x1080,30.0,有音频
[HD]中天亚洲 *c[geo-blocked],https://stream1.freetv.fun/zhong-tian-ya-zhou---c-1.ctv,网络源,https://epg.pw/media/images/channel/2025/01/31/large/20250131032139085563_41.png,1.540,未分组,h264,1280x720,25.0,有音频
[BD]龍華電影[geo-blocked],https://stream1.freetv.fun/long-hua-dian-ying-8.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/24/large/20230724170416278600_34.png,6.955,未分组,h264,1920x1080,30.0,有音频
[HD]3030相声小品,https://stream1.freetv.fun/45d7b50f102128e684ddef8a72691ab6985d93f46f8e2eb7d693a7fcf6405415.ctv,网络源,https://epg.pw/media/images/channel/2022/02/10/large/20220210222702096387_48.png,6.166,未分组,h264,1280x720,25.0,有音频
[HD]tempe channel 11,https://stream1.freetv.fun/f38c7fe8c8b185078657d1e99cb22a4b9b75c9128d1ecea9e1c440349a8f7b84.m3u8,网络源,https://epg.pw/media/images/channel/2022/08/06/large/20220806161730161952_53.jpg,1.030,未分组,h264,1280x720,25.0,有音频
[BD]八大綜藝,https://stream1.freetv.fun/ba-da-zong-yi-2.m3u8,网络源,https://epg.pw/media/images/channel/2023/12/07/large/20231207033636715896_75.png,3.796,未分组,h264,1920x1080,30.0,有音频
[BD]龍華戲劇[geo-blocked],https://stream1.freetv.fun/long-hua-xi-ju-2.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/24/large/20230724170326264507_47.png,9.156,未分组,h264,1920x1080,30.0,有音频
[BD]tvbs精采,https://stream1.freetv.fun/tvbsjing-cai-2.m3u8,网络源,https://epg.pw/media/images/channel/2021/01/11/large/20210111214029367376_50.png,3.593,未分组,h264,1920x1080,30.0,有音频
[BD]美食星球 *c[geo-blocked],https://stream1.freetv.fun/mei-shi-xing-qiu---c-1.ctv,网络源,https://epg.pw/media/images/channel/2019/01/15/large/20190115231935257259_29.jpg,1.553,未分组,h264,1280x720,25.0,有音频
[BD]靖洋卡通,https://stream1.freetv.fun/jing-yang-qia-tong-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/03/04/large/20220304215939266079_17.png,7.938,未分组,h264,1920x1080,30.0,有音频
[BD]達文西,https://stream1.freetv.fun/da-wen-xi-4.m3u8,网络源,https://epg.pw/media/images/channel/2024/08/14/large/20240814042042678791_12.png,5.225,未分组,h264,1920x1080,30.0,有音频
[BD]視納華仁紀實,https://stream1.freetv.fun/shi-na-hua-ren-ji-shi-7.m3u8,网络源,https://epg.pw/media/images/channel/2024/08/14/large/20240814093932687647_39.png,5.252,未分组,h264,1920x1080,30.0,有音频
[BD]公視戲劇,https://stream1.freetv.fun/gong-shi-xi-ju-2.m3u8,网络源,https://epg.pw/media/images/channel/2021/01/11/large/20210111204548266167_97.png,5.175,未分组,h264,1920x1080,30.0,有音频
[BD]東森綜合 *wj,https://stream1.freetv.fun/dong-sen-zong-he---wj-2.ctv,网络源,https://epg.pw/media/images/channel/2023/07/22/large/20230722105831030948_83.png,1.546,未分组,h264,1280x720,25.0,有音频
[BD]寰宇新聞台灣[geo-blocked],https://stream1.freetv.fun/huan-yu-xin-wen-tai-wan-2.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/24/large/20230724134538350977_27.png,1.415,未分组,h264,1280x720,25.0,有音频
[BD]緯來體育 *wj,https://stream1.freetv.fun/wei-lai-ti-yu---wj-2.ctv,网络源,https://epg.pw/media/images/channel/2023/07/22/large/20230722105618864183_26.png,1.280,未分组,h264,1280x720,25.0,有音频
[VGA]Love Nature *a,https://stream1.freetv.fun/8c214c24e62b88d1feee9421d8b0b8f5acc2ecd923f22cd7492228988feb7b5a.m3u8,网络源,https://epg.pw/media/images/channel/2023/02/05/large/20230205151332194260_50.jpg,3.319,未分组,h264,854x480,25.0,有音频
[BD]eye 旅遊 *wj,https://stream1.freetv.fun/16ab09d7bf588a76d6cd7817a33173c43f38323023999ca327433283fdef5a2a.ctv,网络源,https://epg.pw/media/images/channel/2023/07/18/large/20230718001529180464_63.jpg,1.722,未分组,h264,1280x720,25.0,有音频
[BD]東森財經新聞,https://stream1.freetv.fun/dong-sen-cai-jing-xin-wen-2.m3u8,网络源,https://epg.pw/media/images/channel/2022/11/26/large/20221126212851373992_22.jpg,4.132,未分组,h264,1920x1080,30.0,有音频
[BD]豬哥亮歌廳秀,https://stream1.freetv.fun/zhu-ge-liang-ge-ting-xiu-3.m3u8,网络源,https://epg.pw/media/images/channel/2024/10/22/large/20241022022602435323_42.jpg,5.683,未分组,h264,1920x1080,30.0,有音频
[BD]靖天日本,https://stream1.freetv.fun/jing-tian-ri-ben-6.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/20/large/20230720211326607261_29.png,1.405,未分组,h264,1280x720,25.0,有音频
[BD]台視新聞,https://stream1.freetv.fun/tai-shi-xin-wen-14.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2016/11/22/20161122123940121042_91.png,8.432,未分组,h264,1920x1080,30.0,有音频
[BD]民視第一,https://stream1.freetv.fun/min-shi-di-yi-5.m3u8,网络源,https://epg.pw/media/images/channel/2022/03/23/large/20220323172047199293_67.png,1.387,未分组,h264,1280x720,25.0,有音频
[BD]緯來日本 *wj,https://stream1.freetv.fun/wei-lai-ri-ben---wj-1.ctv,网络源,https://epg.pw/media/images/channel/2022/11/26/large/20221126210817982613_24.jpg,1.530,未分组,h264,1280x720,25.0,有音频
[BD]滾動力rollor,https://stream1.freetv.fun/gun-dong-li-rollor-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2017/12/31/20171231124736667453_34.png,7.788,未分组,h264,1920x1080,30.0,有音频
[SD]golf channel =,https://stream1.freetv.fun/08066addc46091e78045151dea7024b6a49b68b2dfe9be2017d52a6d9e3356ec.ctv,网络源,https://epg.pw/media/images/channel/2022/08/06/large/20220806161730161952_53.jpg,1.166,未分组,h264,960x540,29.97002997002997,有音频
[BD]精選動漫,https://stream1.freetv.fun/jing-xuan-dong-man-3.m3u8,网络源,https://epg.pw/media/images/channel/2023/06/05/large/20230605010526048942_44.jpg,6.572,未分组,h264,1920x1080,30.0,有音频
[BD]國會 2,https://stream1.freetv.fun/guo-hui--2-4.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/13/large/20220513171909653190_67.jpg,9.199,未分组,h264,1280x720,30.0,有音频
[BD]東森戲劇[geo-blocked],https://stream1.freetv.fun/dong-sen-xi-ju-1.ctv,网络源,https://epg.pw/media/images/channel/2022/11/26/large/20221126213003695910_75.jpg,5.469,未分组,,,,无音频
[BD]tvbs精采,https://stream1.freetv.fun/tvbsjing-cai-1.m3u8,网络源,https://epg.pw/media/images/channel/2021/01/11/large/20210111214029367376_50.png,3.995,未分组,h264,1920x1080,30.0,有音频
[BD]靖天戲劇,https://stream1.freetv.fun/jing-tian-xi-ju-7.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/20/large/20230720211720021890_59.png,1.254,未分组,h264,1280x720,25.0,有音频
[BD]龍華洋片,https://stream1.freetv.fun/long-hua-yang-pian-3.m3u8,网络源,https://epg.pw/media/images/channel/2022/11/26/large/20221126162837055899_54.jpg,4.159,未分组,h264,1920x1080,30.0,有音频
[BD]中天新聞,https://stream1.freetv.fun/zhong-tian-xin-wen-5.m3u8,网络源,https://epg.pw/media/images/channel/2022/03/05/large/20220305151207450324_69.png,8.027,未分组,h264,1920x1080,30.0,有音频
[BD]八大戲劇,https://stream1.freetv.fun/ba-da-xi-ju-4.ctv,网络源,https://epg.pw/media/images/channel/2023/07/20/large/20230720155115252575_13.png,16.915,未分组,hevc,1920x1080,30.0,有音频
[BD]靖天戲劇,https://stream1.freetv.fun/jing-tian-xi-ju-3.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/20/large/20230720211720021890_59.png,6.034,未分组,h264,1920x1080,30.0,有音频
[BD]公視戲劇,https://stream1.freetv.fun/gong-shi-xi-ju-3.m3u8,网络源,https://epg.pw/media/images/channel/2021/01/11/large/20210111204548266167_97.png,8.720,未分组,h264,1920x1080,30.0,有音频
[BD]寰宇新聞,https://stream1.freetv.fun/huan-yu-xin-wen-6.ctv,网络源,https://epg.pw/media/images/channel/2023/07/24/large/20230724134624405697_90.png,15.017,未分组,hevc,1920x1080,30.0,有音频
[VGA]唯心电视,https://stream1.freetv.fun/wei-xin-dian-shi-5.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/12/large/20220512231926730574_47.jpg,2.328,未分组,h264,854x480,29.97002997002997,有音频
[BD]龍華洋片[geo-blocked],https://stream1.freetv.fun/long-hua-yang-pian-6.m3u8,网络源,https://epg.pw/media/images/channel/2022/11/26/large/20221126162837055899_54.jpg,16.612,未分组,h264,1920x1080,30.0,有音频
[HD]亚洲旅游,https://stream1.freetv.fun/ya-zhou-lu-you-3.ctv,网络源,https://epg.pw/media/images/channel/2018/03/11/large/20180311221333244935_31.png,16.071,未分组,h264,1280x720,30.0,有音频
[BD]華視新聞,https://stream1.freetv.fun/hua-shi-xin-wen-4.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2017/05/08/20170508123606517919_39.png,3.812,未分组,h264,1920x1080,30.0,有音频
[BD]八大綜合,https://stream1.freetv.fun/ba-da-zong-he-4.ctv,网络源,https://epg.pw/media/images/channel/2023/07/20/large/20230720154712065553_65.png,5.348,未分组,,,,无音频
[BD]國會 1[geo-blocked],https://stream1.freetv.fun/guo-hui--1-5.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/13/large/20220513171825260672_88.jpg,9.247,未分组,h264,1920x1080,30.0,有音频
[BD]采昌影劇,https://stream1.freetv.fun/cai-chang-ying-ju-5.m3u8,网络源,https://epg.pw/media/images/channel/2022/08/03/large/20220803165226227722_22.jpg,6.589,未分组,h264,1920x1080,30.0,有音频
[BD]mezzo live,https://stream1.freetv.fun/efb371c3f6b2c530f5a927fbc400b87c1df9687d8cd191042c35a33d48775ede.m3u8,网络源,https://epg.pw/media/images/channel/2024/08/14/large/20240814094908863860_80.png,9.260,未分组,h264,1280x720,30.0,有音频
[BD]靖洋戲劇,https://stream1.freetv.fun/jing-yang-xi-ju-7.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/11/large/20230711224936326578_83.jpg,1.265,未分组,h264,1280x720,25.0,有音频
[BD]客家電視,https://stream1.freetv.fun/ke-jia-dian-shi-1.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/17/large/20230717235131193152_90.png,5.315,未分组,h264,1920x1080,30.0,有音频
[BD]亞洲旅遊,https://stream1.freetv.fun/ya-zhou-lu-you-10.m3u8,网络源,https://epg.pw/media/images/channel/2018/03/11/large/20180311221333244935_31.png,5.142,未分组,h264,1920x1080,30.0,有音频
[BD]民視 *wj,https://stream1.freetv.fun/min-shi---wj-1.ctv,网络源,https://epg.pw/media/images/channel/2022/11/27/large/20221127000500162147_91.jpg,1.256,未分组,h264,1280x720,25.0,有音频
[BD]龍華洋片,https://stream1.freetv.fun/long-hua-yang-pian-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/11/26/large/20221126162837055899_54.jpg,3.217,未分组,h264,1920x1080,30.0,有音频
[BD]寰宇新聞[geo-blocked],https://stream1.freetv.fun/huan-yu-xin-wen-9.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/24/large/20230724134624405697_90.png,8.648,未分组,h264,1920x1080,30.0,有音频
[BD]經典卡通,https://stream1.freetv.fun/jing-dian-qia-tong-1.m3u8,网络源,https://epg.pw/media/images/channel/2023/06/05/large/20230605010456512902_79.jpg,5.387,未分组,h264,1920x1080,30.0,有音频
[BD]中視新聞[geo-blocked],https://stream1.freetv.fun/zhong-shi-xin-wen-2.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506164553238162_16.png,16.504,未分组,h264,1920x1080,30.0,有音频
[BD]龍華洋片[geo-blocked],https://stream1.freetv.fun/long-hua-yang-pian-2.m3u8,网络源,https://epg.pw/media/images/channel/2022/11/26/large/20221126162837055899_54.jpg,6.722,未分组,h264,1920x1080,30.0,有音频
[BD]八大精彩,https://stream1.freetv.fun/ba-da-jing-cai-3.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/18/large/20230718002502772228_50.png,4.697,未分组,h264,1920x1080,30.0,有音频
[BD]國會 2,https://stream1.freetv.fun/guo-hui--2-8.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/13/large/20220513171909653190_67.jpg,8.279,未分组,h264,1280x720,30.0,有音频
[BD]華視[geo-blocked],https://stream1.freetv.fun/hua-shi-1.ctv,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506164257585081_80.png,12.851,未分组,,,,无音频
[BD]原住民族電視,https://stream1.freetv.fun/yuan-zhu-min-zu-dian-shi-3.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/11/large/20230711214934958973_74.png,10.162,未分组,h264,1920x1080,30.0,有音频
[BD]寰宇財經[geo-blocked],https://stream1.freetv.fun/huan-yu-cai-jing-4.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/20/large/20230720210902132399_36.png,3.459,未分组,h264,1920x1080,30.0,有音频
[BD]中視菁采,https://stream1.freetv.fun/zhong-shi-jing-cai-3.m3u8,网络源,https://epg.pw/media/images/channel/2021/12/28/large/20211228171426835864_33.png,3.239,未分组,h264,1920x1080,30.0,有音频
[BD]緯來日本,https://stream1.freetv.fun/wei-lai-ri-ben-6.ctv,网络源,https://epg.pw/media/images/channel/2022/11/26/large/20221126210817982613_24.jpg,5.597,未分组,,,,无音频
[BD]tvbs[geo-blocked],https://stream1.freetv.fun/tvbs-9.ctv,网络源,https://epg.pw/media/images/channel/2023/07/20/large/20230720162650498510_75.png,5.601,未分组,,,,无音频
[BD]影迷數位紀實,https://stream1.freetv.fun/ying-mi-shu-wei-ji-shi-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/02/10/large/20220210222551388077_12.png,8.101,未分组,h264,1920x1080,30.0,有音频
[BD]時尚運動x,https://stream1.freetv.fun/shi-shang-yun-dong-x-4.m3u8,网络源,https://epg.pw/media/images/channel/2022/02/10/large/20220210222534937410_51.png,2.720,未分组,h264,1280x720,30.0,有音频
[BD]東森財經新聞,https://stream1.freetv.fun/dong-sen-cai-jing-xin-wen-7.m3u8,网络源,https://epg.pw/media/images/channel/2022/11/26/large/20221126212851373992_22.jpg,5.155,未分组,h264,1920x1080,30.0,有音频
[BD]民視旅遊,https://stream1.freetv.fun/min-shi-lu-you-4.m3u8,网络源,https://epg.pw/media/images/channel/2022/02/10/large/20220210223228622836_46.png,8.984,未分组,h264,1920x1080,30.0,有音频
[BD]影迷數位紀實,https://stream1.freetv.fun/ying-mi-shu-wei-ji-shi-3.m3u8,网络源,https://epg.pw/media/images/channel/2022/02/10/large/20220210222551388077_12.png,4.188,未分组,h264,1920x1080,30.0,有音频
[BD]tvbs,https://stream1.freetv.fun/tvbs-8.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/20/large/20230720162650498510_75.png,5.385,未分组,h264,1920x1080,30.0,有音频
[BD]ช่อง pet club,https://stream1.freetv.fun/ch-ng-pet-club-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/02/10/large/20220210221839864411_20.png,6.125,未分组,h264,1920x1080,25.0,有音频
[BD]tvbs歡樂,https://stream1.freetv.fun/tvbshuan-le-7.ctv,网络源,https://epg.pw/media/images/channel/2025/01/28/large/20250128055954129777_18.png,5.470,未分组,,,,无音频
[HD]博斯无限,https://stream1.freetv.fun/bo-si-wu-xian-3.ctv,网络源,https://epg.pw/media/images/channel/2016/12/23/large/20161223152025478432_98.jpg,13.585,未分组,h264,1280x720,29.97002997002997,有音频
[HD]gold star,https://stream1.freetv.fun/gold-star-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/04/25/large/20220425163927207256_43.png,2.995,未分组,h264,1280x720,25.0,有音频
[BD]博斯運動i,https://stream1.freetv.fun/bo-si-yun-dong-i-1.m3u8,网络源,https://epg.pw/media/images/channel/2016/12/31/large/20161231221553445439_57.jpg,7.711,未分组,h264,1920x1080,30.0,有音频
[BD]elta生活旅遊,https://stream1.freetv.fun/e37ad196f2b44473864094a8e966af900eea3b4558aa46b82a0522c6f4ac5d1e.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/18/large/20230718003717714909_27.png,7.736,未分组,h264,1920x1080,30.0,有音频
[BD]博斯無限i,https://stream1.freetv.fun/bo-si-wu-xian-i-1.m3u8,网络源,https://epg.pw/media/images/channel/2016/12/23/large/20161223152025478432_98.jpg,8.700,未分组,h264,1920x1080,30.0,有音频
[BD]經典電影,https://stream1.freetv.fun/jing-dian-dian-ying-18.m3u8,网络源,https://epg.pw/media/images/channel/2023/04/28/large/20230428003944893108_94.jpg,4.158,未分组,h264,1920x1080,30.0,有音频
[BD]tlc旅遊生活,https://stream1.freetv.fun/tlclu-you-sheng-huo-3.ctv,网络源,https://epg.pw/media/images/channel/2024/01/01/large/20240101124343632389_23.png,13.735,未分组,h264,1920x1080,25.0,有音频
[BD]國會 2,https://stream1.freetv.fun/guo-hui--2-2.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/13/large/20220513171909653190_67.jpg,3.905,未分组,h264,1280x720,30.0,有音频
[HD]lifestyle *wj,https://stream1.freetv.fun/b9c53d6467f7d7e981b9ea7da5476cf7540def58f170c0f53c4af1898dde984f.ctv,网络源,https://epg.pw/media/images/channel/2017/03/29/large/20170329222115570883_57.jpg,1.917,未分组,h264,1280x720,25.0,有音频
[BD]靖天映畫,https://stream1.freetv.fun/jing-tian-ying-hua-4.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/20/large/20230720211824734749_31.png,10.658,未分组,h264,1920x1080,30.0,有音频
[BD]八大綜藝,https://stream1.freetv.fun/ba-da-zong-yi-5.m3u8,网络源,https://epg.pw/media/images/channel/2023/12/07/large/20231207033636715896_75.png,4.723,未分组,h264,1920x1080,30.0,有音频
[BD]中視經典,https://stream1.freetv.fun/zhong-shi-jing-dian-2.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/11/large/20230711221628321961_26.jpg,13.592,未分组,h264,1280x720,30.0,有音频
[BD]滾動力rollor,https://stream1.freetv.fun/gun-dong-li-rollor-2.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2017/12/31/20171231124736667453_34.png,4.553,未分组,h264,1920x1080,30.0,有音频
[BD]tvbs綜藝,https://stream1.freetv.fun/tvbszong-yi-4.m3u8,网络源,https://epg.pw/media/images/channel/2024/01/02/large/20240102024504364874_25.png,1.702,未分组,h264,1280x720,25.0,有音频
[BD]中視,https://stream1.freetv.fun/zhong-shi-9.m3u8,网络源,https://epg.pw/media/images/channel/2022/11/26/large/20221126214137329410_57.jpg,9.504,未分组,h264,1920x1080,30.0,有音频
[BD]龍華日韓,https://stream1.freetv.fun/long-hua-ri-han-6.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/11/large/20230711230359148592_68.jpg,14.497,未分组,h264,1920x1080,30.0,有音频
[BD]中天亞洲,https://stream1.freetv.fun/zhong-tian-ya-zhou-2.m3u8,网络源,https://epg.pw/media/images/channel/2025/01/31/large/20250131032139085563_41.png,4.655,未分组,h264,1920x1080,30.0,有音频
[BD]龍華電影,https://stream1.freetv.fun/long-hua-dian-ying-9.ctv,网络源,https://epg.pw/media/images/channel/2023/07/24/large/20230724170416278600_34.png,1.626,未分组,h264,1280x720,25.0,有音频
[BD]靖天卡通,https://stream1.freetv.fun/jing-tian-qia-tong-4.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/20/large/20230720211529385804_31.png,6.696,未分组,h264,1920x1080,30.0,有音频
[BD]love nature,https://stream1.freetv.fun/love-nature-1.m3u8,网络源,https://epg.pw/media/images/channel/2023/02/05/large/20230205151332194260_50.jpg,6.368,未分组,h264,1920x1080,30.0,有音频
[BD]elta生活旅遊,https://stream1.freetv.fun/58ec8ed17bc85325b8207a300e3a5e082ffc03e626cf03b1e8b659244d1def29.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/18/large/20230718003717714909_27.png,4.577,未分组,h264,1920x1080,30.0,有音频
[BD]博斯網球,https://stream1.freetv.fun/bo-si-wang-qiu-2.m3u8,网络源,https://epg.pw/media/images/channel/2020/03/22/large/20200322221733899159_41.png,9.558,未分组,h264,1920x1080,30.0,有音频
[BD]bbc lifestyle *wj,https://stream1.freetv.fun/a76e97f43c709a598833140bbeac94949471f73972c3c7e655342d323caf5d41.ctv,网络源,https://epg.pw/media/images/channel/2022/08/17/large/20220817142713635100_54.png,1.807,未分组,h264,1280x720,25.0,有音频
[BD]hgtv[geo-blocked],https://stream1.freetv.fun/216474e80e35b2ba8436cc747cf54e7c43110bd6fd8d425d3f37b7c76f01365e.ctv,网络源,https://epg.pw/media/images/channel/2017/08/20/large/20170820230629325523_98.png,14.393,未分组,h264,1920x1080,25.0,有音频
[SD]food network *m,https://stream1.freetv.fun/6413440aa02869ac9d254f40ba11b1e004af39ba26c923808ed70f3bf5d1be79.ctv,网络源,https://epg.pw/media/images/channel/2022/08/27/large/20220827225917116348_71.png,2.445,未分组,h264,720x576,25.0,有音频
[BD]八大綜合 *wj,https://stream1.freetv.fun/ba-da-zong-he---wj-3.ctv,网络源,https://epg.pw/media/images/channel/2023/07/20/large/20230720154712065553_65.png,1.407,未分组,h264,1280x720,25.0,有音频
[BD]民視,https://stream1.freetv.fun/min-shi-8.ctv,网络源,https://epg.pw/media/images/channel/2022/11/27/large/20221127000500162147_91.jpg,5.498,未分组,,,,无音频
[BD]tvbs歡樂,https://stream1.freetv.fun/tvbshuan-le-3.ctv,网络源,https://epg.pw/media/images/channel/2025/01/28/large/20250128055954129777_18.png,5.345,未分组,,,,无音频
[BD]經典電影,https://stream1.freetv.fun/jing-dian-dian-ying-2.m3u8,网络源,https://epg.pw/media/images/channel/2023/04/28/large/20230428003944893108_94.jpg,7.124,未分组,h264,1920x1080,30.0,有音频
[BD]中視[geo-blocked],https://stream1.freetv.fun/zhong-shi-12.m3u8,网络源,https://epg.pw/media/images/channel/2022/11/26/large/20221126214137329410_57.jpg,5.828,未分组,h264,1920x1080,30.0,有音频
[BD]amc電影[geo-blocked],https://stream1.freetv.fun/ad7211fc797585fd39ab7d6bfc83567df4703cc5c2a5286b8f328d9b4345133c.ctv,网络源,https://epg.pw/media/images/channel/2024/02/22/large/20240222154625543566_76.png,14.338,未分组,,,,无音频
[BD]hgtv *wj,https://stream1.freetv.fun/c8421b83a36e63b7467fd7650f56948ad227301c67d60d4968fac3083fbd2cdf.ctv,网络源,https://epg.pw/media/images/channel/2017/08/20/large/20170820230629325523_98.png,2.038,未分组,h264,1280x720,25.0,有音频
[HD]东森洋片,https://stream1.freetv.fun/dong-sen-yang-pian-4.ctv,网络源,https://epg.pw/media/images/channel/2023/07/22/large/20230722105927706804_92.png,14.038,未分组,h264,1280x720,30.0,有音频
[BD]tvbs-asia,https://stream1.freetv.fun/tvbs-asia-8.m3u8,网络源,https://epg.pw/media/images/channel/2022/03/02/large/20220302213708363097_69.jpg,1.881,未分组,h264,1920x1080,29.97002997002997,有音频
[BD]elta娛樂,https://stream1.freetv.fun/cdc2aeb3f18c15447822fc8bdfe3574cd328960420f8f9c4f39d271ddc15808d.m3u8,网络源,https://epg.pw/media/images/channel/2022/08/03/large/20220803160524435551_37.jpg,4.710,未分组,h264,1920x1080,30.0,有音频
[HD]民视 *c[geo-blocked],https://stream1.freetv.fun/min-shi---c-1.ctv,网络源,https://epg.pw/media/images/channel/2022/11/27/large/20221127000500162147_91.jpg,1.523,未分组,h264,1280x720,25.0,有音频
[BD]龍華日韓[geo-blocked],https://stream1.freetv.fun/long-hua-ri-han-2.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/11/large/20230711230359148592_68.jpg,13.676,未分组,h264,1920x1080,30.0,有音频
[BD]momo親子,https://stream1.freetv.fun/momoqin-zi-6.m3u8,网络源,https://epg.pw/media/img/logo/2013/10/30/bda3f89bec11e28ca511fc0f90e21ab3.jpg,1.613,未分组,h264,1280x720,25.0,有音频
[BD]靖天歡樂,https://stream1.freetv.fun/jing-tian-huan-le-6.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/20/large/20230720211755214321_72.png,9.674,未分组,h264,1920x1080,30.0,有音频
[BD]靖天電影,https://stream1.freetv.fun/jing-tian-dian-ying-5.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/20/large/20230720211600121903_76.png,3.174,未分组,h264,1920x1080,30.0,有音频
[BD]中天亞洲 *wj,https://stream1.freetv.fun/zhong-tian-ya-zhou---wj-1.ctv,网络源,https://epg.pw/media/images/channel/2025/01/31/large/20250131032139085563_41.png,1.242,未分组,h264,1280x720,25.0,有音频
[BD]rock entertainment,https://stream1.freetv.fun/rock-entertainment-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/03/18/large/20220318090618776046_10.png,5.614,未分组,h264,1920x1080,30.0,有音频
[BD]寰宇新聞,https://stream1.freetv.fun/huan-yu-xin-wen-11.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/24/large/20230724134624405697_90.png,19.508,未分组,h264,1920x1080,30.0,有音频
[BD]國會 2[geo-blocked],https://stream1.freetv.fun/guo-hui--2-11.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/13/large/20220513171909653190_67.jpg,18.403,未分组,h264,1280x720,30.0,有音频
[BD]中視,https://stream1.freetv.fun/zhong-shi-11.m3u8,网络源,https://epg.pw/media/images/channel/2022/11/26/large/20221126214137329410_57.jpg,4.803,未分组,h264,1920x1080,30.0,有音频
[BD]liveabc互動英語,https://stream1.freetv.fun/6b60057629a71ad96020b085943cad4183b85181e968d7b91164845ebd63b548.m3u8,网络源,https://epg.pw/media/images/channel/2023/06/05/large/20230605165055198774_53.jpg,6.528,未分组,h264,1920x1080,30.0,有音频
[BD]民視,https://stream1.freetv.fun/min-shi-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/11/27/large/20221127000500162147_91.jpg,1.394,未分组,h264,1280x720,25.0,有音频
[BD]金光布袋戲,https://stream1.freetv.fun/jin-guang-bu-dai-xi-3.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/03/large/20230703010822122677_34.jpeg,9.656,未分组,h264,1920x1080,30.0,有音频
[BD]amc電影,https://stream1.freetv.fun/8e454a0d39d6715c3309b25b9075efb04e0b8b5b21a6f39547b07d062cbeb98a.ctv,网络源,https://epg.pw/media/images/channel/2024/02/22/large/20240222154625543566_76.png,5.601,未分组,,,,无音频
[BD]love nature[geo-blocked],https://stream1.freetv.fun/love-nature-12.m3u8,网络源,https://epg.pw/media/images/channel/2023/02/05/large/20230205151332194260_50.jpg,2.043,未分组,hevc,3840x2160,50.0,有音频
[HD]靖天卡通,https://stream1.freetv.fun/jing-tian-qia-tong-1.ctv,网络源,https://epg.pw/media/images/channel/2023/07/20/large/20230720211529385804_31.png,13.547,未分组,h264,1280x720,30.0,有音频
[BD]智林體育,https://stream1.freetv.fun/zhi-lin-ti-yu-5.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/10/large/20220510161417649264_37.jpg,4.547,未分组,h264,1280x720,30.0,有音频
[BD]靖天資訊,https://stream1.freetv.fun/jing-tian-zi-xun-4.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/20/large/20230720211439196918_86.png,4.311,未分组,h264,1920x1080,30.0,有音频
