频道名,地址,来源,图标,检测时间,分组,视频编码,分辨率,帧率,音频,相似度
[HD]tele m1,https://stream1.freetv.fun/tele-m1-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/03/18/large/20220318085754122364_59.png,1.520,未分组,h264,1280x720,25.0,有音频,0.4062
[BD]tv 100,https://stream1.freetv.fun/tv-100-5.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506174023110295_42.png,4.686,未分组,h264,640x360,25.0,有音频,0.6719
[HD]alhayat tv,https://stream1.freetv.fun/alhayat-tv-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2014/06/13/20140613194611847812_42.png,1.514,未分组,h264,1280x720,25.0,有音频,0.5625
[HD]buzzr,https://stream1.freetv.fun/buzzr-2.m3u8,网络源,https://epg.pw/media/,3.418,未分组,h264,1280x720,59.94005994005994,有音频,0.5312
[BD]cctv14 *wj,https://stream1.freetv.fun/cctv14--wj-1.m3u8,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001539178535_27.png,3.353,未分组,h264,1920x1080,25.0,有音频,0.2656
[HD]la c news 24,https://stream1.freetv.fun/la-c-news-24-1.m3u8,网络源,https://epg.pw/media/images/channel/2021/11/13/large/20211113232149521785_74.png,1.517,未分组,h264,1280x720,25.0,有音频,0.6094
[BD]cctv13,https://stream1.freetv.fun/cctv13-50.m3u8,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001548035027_74.png,2.445,未分组,h264,1920x1080,50.0,有音频,0.6719
[VGA]aaj tak,https://stream1.freetv.fun/aaj-tak-3.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506164751279327_55.png,1.486,未分组,h264,1280x720,25.0,有音频,0.5156
[SD]beverly hills 90210,https://stream1.freetv.fun/beverly-hills-90210-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2014/09/12/20140912075308514714_92.jpg,1.987,未分组,h264,426x240,30.0,有音频,0.7812
[BD]hell's kitchen italy,https://stream1.freetv.fun/hell-s-kitchen-italy-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2015/02/13/20150213031809681089_50.jpg,7.862,未分组,h264,1920x1080,25.0,有音频,0.6094
[HD]sec network,https://stream1.freetv.fun/sec-network-2.m3u8,网络源,https://epg.pw/media/images/channel/2017/09/17/large/20170917225055829014_84.jpg,1.026,未分组,h264,1280x720,59.94005994005994,有音频,0.5156
[HD]gi television,https://stream1.freetv.fun/gi-television-1.m3u8,网络源,https://epg.pw/media/images/channel/2019/01/06/large/20190106152133298331_44.png,1.420,未分组,h264,1280x720,29.97002997002997,有音频,0.4688
[BD]al jazeera news,https://stream1.freetv.fun/al-jazeera-news-1.m3u8,网络源,https://epg.pw/media/images/channel/2023/09/04/large/20230904160018056594_85.png,1.509,未分组,h264,1280x720,25.0,有音频,0.6719
[HD]uk-boomerang,https://stream1.freetv.fun/uk-boomerang-1.ctv,网络源,https://epg.pw/media/images/channel/2020/03/20/large/20200320170406546948_74.png,1.384,未分组,h264,1920x1080,59.94005994005994,有音频,0.5156
[BD]al jazeera,https://stream1.freetv.fun/al-jazeera-4.m3u8,网络源,https://epg.pw/media/images/channel/2023/09/04/large/20230904160018056594_85.png,7.683,未分组,h264,426x240,25.0,有音频,0.3438
[SD]baran[geo-blocked],https://stream1.freetv.fun/baran-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2015/08/21/20150821091130684147_45.png,1.524,未分组,h264,1280x720,25.0,有音频,0.7656
[BD]ptl television network (1080p),https://stream1.freetv.fun/ptl-television-network-3.m3u8,网络源,https://epg.pw/media/images/channel/2019/01/06/large/20190106152133298331_44.png,5.288,未分组,h264,1920x1080,29.97002997002997,有音频,0.625
[BD]viju plus serial,https://stream1.freetv.fun/viju-plus-serial-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/08/06/large/20220806135716055628_86.jpg,7.411,未分组,h264,1920x1080,50.0,有音频,0.4844
æ–°ç–†ï½œå·´éŸ³éƒ­æ¥å·,http://file.loulannews.cn/nmip-media/channellive/channel101476/playlist.m3u8,网络源,,2.104,未分组,h264,1920x1080,25.0,有音频,0.4219
[BD]RT News,https://stream1.freetv.fun/rt-news-8.m3u8,网络源,https://epg.pw/media/images/channel/2021/06/24/large/20210624003447280269_10.png,12.564,未分组,h264,640x360,25.0,有音频,0.5312
[BD]cctv10-gq,https://stream1.freetv.fun/cctv10-gq-1.ctv,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001612572151_13.png,4.839,未分组,h264,1920x1080,25.0,有音频,0.0
[BD]dw russian,https://stream1.freetv.fun/dw-russian-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2014/05/23/20140523214300181944_19.jpg,6.838,未分组,h264,1920x1080,50.0,有音频,0.6562
éƒ½æ±Ÿå °é±¼å˜´,https://gcalic.v.myalicdn.com/gc/djyqyl1_1/index.m3u8,网络源,,2.899,未分组,h264,1280x720,25.0,有音频,0.7188
[BD]antena 1 tv,https://stream1.freetv.fun/antena-1-tv-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2015/09/08/20150908163318013117_92.jpg,4.545,未分组,h264,1920x1080,29.97002997002997,有音频,0.5156
[HD]astro awani,https://stream1.freetv.fun/astro-awani-11.m3u8,网络源,https://epg.pw/media/images/channel/2023/06/02/large/20230602231401396043_82.jpg,1.819,未分组,h264,1280x720,25.0,有音频,0.6094
[VGA]ant1 cyprus,https://stream1.freetv.fun/ant1-cyprus-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2014/05/30/20140530165504960256_29.png,1.513,未分组,h264,1280x720,25.0,有音频,0.5938
[BD]sports tv,https://stream1.freetv.fun/sports-tv-1.m3u8,网络源,https://epg.pw/media/images/channel/2021/11/02/large/20211102205521953052_11.png,1.526,未分组,h264,1280x720,25.0,有音频,0.4688
[HD]showcase movies =,https://stream1.freetv.fun/showcase-movies-2.ctv,网络源,https://epg.pw/media/images/channel/2025/09/09/large/20250909014020401578_16.jpeg,1.327,未分组,h264,1280x720,29.97002997002997,有音频,0.625
[HD]abc news australia,https://stream1.freetv.fun/abc-news-australia-2.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2014/05/29/20140529194505520146_41.jpg,1.846,未分组,h264,1280x720,25.0,有音频,0.5625
[HD]beach tv panama city,https://stream1.freetv.fun/beach-tv-panama-city-1.m3u8,网络源,https://epg.pw/media/images/channel/2019/01/06/large/20190106151701921233_42.png,1.500,未分组,h264,1280x720,25.0,有音频,0.5781
[BD]animax[geo-blocked],https://stream1.freetv.fun/animax-9.ctv,网络源,https://epg.pw/media/images/channel/2024/04/05/large/20240405115758039506_43.png,14.504,未分组,hevc,1920x1080,25.0,有音频,0.375
[BD]cctv17[geo-blocked],https://stream1.freetv.fun/cctv17-6.m3u8,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001508671387_16.jpg,1.495,未分组,h264,1280x720,25.0,有音频,0.4531
[BD]cctv11,https://stream1.freetv.fun/cctv11-14.m3u8,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001605278776_41.png,2.669,未分组,h264,1920x1080,25.0,有音频,0.4688
[BD]al jazeera,https://stream1.freetv.fun/al-jazeera-10.m3u8,网络源,https://epg.pw/media/images/channel/2023/09/04/large/20230904160018056594_85.png,2.658,未分组,h264,426x240,25.0,有音频,0.5156
[BD]bbc cbeebies *s[geo-blocked],https://stream1.freetv.fun/bbc-cbeebies--s-1.m3u8,网络源,https://epg.pw/media/images/channel/2017/03/06/large/20170306151945702456_36.png,2.385,未分组,h264,720x576,25.0,有音频,0.6719
[BD]al sharqiya,https://stream1.freetv.fun/al-sharqiya-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506174746429595_47.png,1.494,未分组,h264,1280x720,25.0,有音频,0.4844
[HD]américa tevé,https://stream1.freetv.fun/america-teve-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506174407806332_73.png,1.476,未分组,h264,1280x720,25.0,有音频,0.8125
[VGA]ช่อง encore plus[geo-blocked],https://stream1.freetv.fun/ch-ng-encore-plus-1.m3u8,网络源,https://epg.pw/media/img/logo/A_PLUS.PNG,6.413,未分组,h264,1920x1080,25.0,有音频,0.5312
[BD]bibel tv musik,https://stream1.freetv.fun/bibel-tv-musik-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506173736374467_66.png,3.840,未分组,h264,1920x1080,25.0,有音频,0.6094
[BD]33 канал,https://stream1.freetv.fun/33-kanal-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506174819530509_49.png,1.487,未分组,h264,1280x720,25.0,有音频,0.6094
å‡¤å‡°å¤åŸå—åå±±,https://gcalic.v.myalicdn.com/gc/fhgcdnhs_1/index.m3u8,网络源,,3.271,未分组,h264,1920x1080,25.0,有音频,0.4844
[HD]tv 1,https://stream1.freetv.fun/tv-1-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2015/04/14/20150414223834529529_70.png,1.505,未分组,h264,1280x720,25.0,有音频,0.7188
[BD]cctv2,https://stream1.freetv.fun/cctv2-44.m3u8,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001945876001_87.png,1.111,未分组,h264,1920x1080,25.0,有音频,0.5469
[SD]cctv11,https://stream1.freetv.fun/cctv11-58.m3u8,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001605278776_41.png,8.028,未分组,h264,720x576,25.0,有音频,0.2344
[HD]datis tv,https://stream1.freetv.fun/datis-tv-2.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2017/02/16/20170216061058520639_81.png,3.488,未分组,h264,1280x720,25.0,有音频,0.5156
[SD]al jazeera mubasher,https://stream1.freetv.fun/al-jazeera-mubasher-2.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506174154957657_95.png,1.531,未分组,h264,1280x720,25.0,有音频,0.5781
[SD]bbc america =,https://stream1.freetv.fun/bbc-america-2.ctv,网络源,https://epg.pw/media/images/channel/2020/06/04/large/20200604225821916068_55.png,1.216,未分组,h264,960x540,29.97002997002997,有音频,0.4062
[HD]ช่อง boomerang thai,https://stream1.freetv.fun/ch-ng-boomerang-thai-1.m3u8,网络源,https://epg.pw/media/images/channel/2020/03/20/large/20200320170406546948_74.png,4.619,未分组,h264,1280x720,50.0,有音频,0.4844
[BD]bolt,https://stream1.freetv.fun/bolt-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/27/large/20220527020635900072_12.png,2.041,未分组,h264,1920x1080,50.0,有音频,0.75
[HD]amman tv,https://stream1.freetv.fun/amman-tv-2.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/17/large/20220517053238120147_71.png,1.509,未分组,h264,1280x720,25.0,有音频,0.5156
[HD]bloomberg ht,https://stream1.freetv.fun/bloomberg-ht-5.m3u8,网络源,https://epg.pw/media/images/channel/2022/11/22/large/20221122143643242989_22.png,2.673,未分组,h264,640x360,25.0,有音频,0.6094
[HD]abc news live 4,https://stream1.freetv.fun/abc-news-live-4-1.m3u8,网络源,https://epg.pw/media/,1.309,未分组,h264,1280x720,29.97002997002997,有音频,0.5469
[HD]arta tv,https://stream1.freetv.fun/arta-tv-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2014/09/09/20140909012316867540_85.jpg,4.877,未分组,h264,1280x720,25.0,有音频,0.6562
[BD]attica tv,https://stream1.freetv.fun/attica-tv-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2015/07/01/20150701024332318564_52.jpg,3.386,未分组,h264,1920x1080,50.0,有音频,0.3438
[BD]voyages plus,https://stream1.freetv.fun/voyages-plus-2.m3u8,网络源,https://epg.pw/media/img/logo/A_PLUS.PNG,1.527,未分组,h264,1280x720,25.0,有音频,0.5
[HD]cbs news *wj,https://stream1.freetv.fun/cbs-news--wj-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/09/21/large/20220921003134675689_79.png,2.344,未分组,h264,1280x720,29.97002997002997,有音频,0.4844
[SD]cctv1,https://stream1.freetv.fun/cctv1-11.ctv,网络源,https://epg.pw/media/images/channel/2024/05/16/large/20240516043525045887_55.png,2.343,未分组,h264,720x576,25.0,有音频,0.5469
[BD]sony sports ten 1,https://stream1.freetv.fun/sony-sports-ten-1-1.ctv,网络源,https://epg.pw/media/images/channel/2021/06/24/large/20210624003447280269_10.png,1.829,未分组,h264,960x540,25.0,有音频,0.5312
[BD]cctv16[geo-blocked],https://stream1.freetv.fun/cctv16-33.m3u8,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001520864227_20.jpg,1.552,未分组,h264,1280x720,25.0,有音频,0.0
[HD]fifa plus united states[geo-blocked],https://stream1.freetv.fun/fifa-plus-united-states-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/08/06/large/20220806135716055628_86.jpg,1.836,未分组,h264,1280x720,29.97002997002997,有音频,0.0
[BD]cctv11,https://stream1.freetv.fun/cctv11-70.ctv,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001605278776_41.png,1.535,未分组,h264,1280x720,25.0,有音频,0.7812
[HD]bethel tv,https://stream1.freetv.fun/bethel-tv-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/27/large/20220527020509448726_44.png,3.218,未分组,h264,1280x720,29.97002997002997,有音频,0.375
[BD]al jazeera news,https://stream1.freetv.fun/al-jazeera-news-4.m3u8,网络源,https://epg.pw/media/images/channel/2023/09/04/large/20230904160018056594_85.png,1.487,未分组,h264,1280x720,25.0,有音频,0.4062
[HD]bek tv news,https://stream1.freetv.fun/bek-tv-news-1.m3u8,网络源,https://epg.pw/media/images/channel/2021/06/26/large/20210626150218508620_73.png,1.506,未分组,h264,1280x720,25.0,有音频,0.5312
æ–°ç–†ï½œå·´éŸ³éƒ­æ¥å·,http://file.loulannews.cn/nmip-media/channellive/channel102433/playlist.m3u8,网络源,,1.964,未分组,h264,1920x1080,25.0,有音频,0.5156
[BD]cctv4hd,https://stream1.freetv.fun/cctv4hd-2.m3u8,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001917639668_91.png,0.698,未分组,h264,1920x1080,25.0,有音频,0.4688
é¸£æ²™å±±,https://gcalic.v.myalicdn.com/gc/dhyyqst_1/index.m3u8,网络源,,3.102,未分组,h264,1280x720,25.0,有音频,0.9375
[BD]cctv16,https://stream1.freetv.fun/cctv16-56.m3u8,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001520864227_20.jpg,2.506,未分组,h264,1920x1080,25.0,有音频,0.0
[SD]cctv-4 america (1080p)[geo-blocked],https://stream1.freetv.fun/cctv-4-america-3.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506174407806332_73.png,3.603,未分组,h264,1920x1080,25.0,有音频,0.625
[VGA]aastha bhajan,https://stream1.freetv.fun/aastha-bhajan-2.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506164217864665_19.png,1.343,未分组,h264,256x144,25.0,有音频,0.7031
[SD]bridge classic,https://stream1.freetv.fun/bridge-classic-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2017/02/23/20170223041449844107_44.png,3.902,未分组,h264,720x576,25.0,有音频,0.6406
[BD]bloomberg news *m[geo-blocked],https://stream1.freetv.fun/bloomberg-news--m-1.ctv,网络源,https://epg.pw/media/images/channel/2022/11/22/large/20221122143643242989_22.png,1.183,未分组,,,,无音频,0.5312
ä¸½æ±Ÿå¤åŸä¸‡å¤æ¥¼é¥æœ›ç‰é¾™é›ªå±±,https://gcalic.v.myalicdn.com/gc/ljgcwglytylxs_1/index.m3u8,网络源,,3.124,未分组,h264,1920x1080,25.0,有音频,0.7344
[BD]bloomberg quicktake,https://stream1.freetv.fun/bloomberg-quicktake-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/11/22/large/20221122143643242989_22.png,1.500,未分组,h264,1280x720,25.0,有音频,0.5312
[BD]cctv11[geo-blocked],https://stream1.freetv.fun/cctv11-72.m3u8,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001605278776_41.png,10.207,未分组,h264,1920x1080,50.0,有音频,0.5312
[SD]cbs news,https://stream1.freetv.fun/cbs-news-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/09/21/large/20220921003134675689_79.png,1.506,未分组,h264,1280x720,25.0,有音频,0.8125
[BD]cctv3,https://stream1.freetv.fun/cctv3-21.m3u8,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001936710108_56.png,1.033,未分组,h264,1920x1080,25.0,有音频,0.5938
[BD]33 канал,https://stream1.freetv.fun/33-kanal-2.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506174819530509_49.png,3.771,未分组,h264,1920x1080,25.0,有音频,0.3906
[SD]amc =,https://stream1.freetv.fun/amc-13.ctv,网络源,https://epg.pw/media/images/channel/2018/01/18/large/20180118210133904705_73.png,1.482,未分组,h264,960x540,29.97002997002997,有音频,0.4844
[BD]cctv2,https://stream1.freetv.fun/cctv2-27.ctv,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001945876001_87.png,2.917,未分组,h264,1920x1080,25.0,有音频,0.0
[BD]us bet,https://stream1.freetv.fun/us-bet-1.ctv,网络源,https://epg.pw/media/uploads/tmp_logo/2016/02/05/20160205110651673288_12.png,1.374,未分组,h264,1280x720,59.94005994005994,有音频,0.4375
[BD]cctv1,https://stream1.freetv.fun/cctv1-31.ctv,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001359645907_15.png,2.135,未分组,h264,1920x1080,25.0,有音频,0.0
[SD]arirang tv un (1080p),https://stream1.freetv.fun/arirang-tv-un-3.m3u8,网络源,https://epg.pw/media/images/channel/2021/01/02/large/20210102201441051240_32.png,5.082,未分组,h264,1920x1080,29.97002997002997,有音频,0.7344
[HD]bbc,https://stream1.freetv.fun/bbc-4.m3u8,网络源,https://epg.pw/media/images/channel/2024/03/13/large/20240313161716574036_61.png,1.827,未分组,h264,1280x720,50.0,有音频,0.5
[HD]buzzr,https://stream1.freetv.fun/buzzr-1.m3u8,网络源,https://epg.pw/media/,1.479,未分组,h264,1280x720,25.0,有音频,0.75
[HD]cctv-1,https://stream1.freetv.fun/cctv-1-25.ctv,网络源,https://epg.pw/media/images/channel/2024/05/16/large/20240516043525045887_55.png,5.364,未分组,h264,1280x720,25.0,有音频,0.4062
[BD]7 канал,https://stream1.freetv.fun/7-kanal-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506174819530509_49.png,5.838,未分组,h264,1920x1080,25.0,有音频,0.6406
[BD]tv 2000[geo-blocked],https://stream1.freetv.fun/tv-2000-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2014/05/23/20140523221018784133_33.jpg,1.535,未分组,h264,1280x720,25.0,有音频,0.5781
[SD]billiard tv,https://stream1.freetv.fun/billiard-tv-5.m3u8,网络源,https://epg.pw/media/images/channel/2022/12/24/large/20221224210657687848_92.jpeg,2.330,未分组,h264,426x240,30.0,有音频,0.5781
[HD]fifa plus[geo-blocked],https://stream1.freetv.fun/fifa-plus-4.ctv,网络源,https://epg.pw/media/img/logo/A_PLUS.PNG,4.599,未分组,h264,1280x720,29.97002997002997,有音频,0.5781
[BD]24 канал tv,https://stream1.freetv.fun/24-kanal-tv-1.m3u8,网络源,https://epg.pw/media/images/channel/2021/11/13/large/20211113232147010060_64.png,1.503,未分组,h264,1280x720,25.0,有音频,0.6562
[SD]cbs news boston (720p),https://stream1.freetv.fun/cbs-news-boston-2.m3u8,网络源,https://epg.pw/media/images/channel/2022/09/21/large/20220921003134675689_79.png,3.667,未分组,h264,1280x720,29.97002997002997,有音频,0.4375
[HD]bloomberg tv mongolia,https://stream1.freetv.fun/bloomberg-tv-mongolia-1.m3u8,网络源,https://epg.pw/media/img/logo/2013/10/30/e9a4a00ce4ffa3efdc4794971d99a6b6.png,1.326,未分组,h264,1280x720,25.0,有音频,0.5781
[SD]top barca (1080p),https://stream1.freetv.fun/top-barca-2.m3u8,网络源,https://epg.pw/media/,6.196,未分组,h264,1280x720,29.97002997002997,有音频,0.5312
[VGA]arirang tv un,https://stream1.freetv.fun/arirang-tv-un-2.m3u8,网络源,https://epg.pw/media/images/channel/2021/01/02/large/20210102201441051240_32.png,1.515,未分组,h264,1280x720,25.0,有音频,0.625
[HD]a e =,https://stream1.freetv.fun/a-e-3.ctv,网络源,https://epg.pw/media/images/channel/2025/01/30/large/20250130005928094199_61.png,1.125,未分组,h264,960x540,29.97002997002997,有音频,0.3906
æ–°ç–†å¤©å±±(å®šæµ·ç¥é’ˆ),http://gctxyc.liveplay.myqcloud.com/gc/xjtcdhsz_1/index.m3u8,网络源,,3.985,未分组,h264,1920x1080,25.0,有音频,0.3594
[BD]abu dhabi sports 2,https://stream1.freetv.fun/abu-dhabi-sports-2-2.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506174542887402_10.png,12.775,未分组,h264,1920x1080,25.0,有音频,0.4844
[SD]bollywood[geo-blocked],https://stream1.freetv.fun/bollywood-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506164739314866_74.png,2.103,未分组,h264,640x360,25.0,有音频,0.6562
[HD]abc,https://stream1.freetv.fun/abc-2.m3u8,网络源,https://epg.pw/media/images/channel/2016/06/22/large/20160622232611202416_43.jpg,2.847,未分组,h264,1280x720,59.94005994005994,无音频,0.5781
[VGA]abn tv india,https://stream1.freetv.fun/abn-tv-india-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2016/01/06/20160106034442314754_15.png,1.526,未分组,h264,1280x720,25.0,有音频,0.4688
å®‰å¾½é»Ÿå¿èŠ¦æ‘è¿œçœº,https://gcalic.v.myalicdn.com/gc/yxlcyt_1/index.m3u8,网络源,,2.704,未分组,h264,1280x720,25.0,有音频,0.3906
[HD]shopping nt,https://stream1.freetv.fun/shopping-nt-1.m3u8,网络源,https://epg.pw/media/,1.344,未分组,h264,1280x720,25.0,有音频,0.5
[BD]al sharqiya tv,https://stream1.freetv.fun/al-sharqiya-tv-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506174746429595_47.png,1.507,未分组,h264,1280x720,25.0,有音频,0.5469
[BD]cctv10hd,https://stream1.freetv.fun/cctv10hd-2.m3u8,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001612572151_13.png,0.703,未分组,h264,1920x1080,25.0,有音频,0.3125
[BD]bloomberg tv plus,https://stream1.freetv.fun/bloomberg-tv-plus-5.m3u8,网络源,https://epg.pw/media/images/channel/2025/01/28/large/20250128060606937621_37.png,2.242,未分组,h264,480x272,59.94005994005994,有音频,0.9062
é™•è¥¿æ´‹å¿å›½å®æœ±é¹®02,https://gcalic.v.myalicdn.com/gc/zh02_1/index.m3u8,网络源,,2.939,未分组,h264,1280x720,25.0,有音频,0.9062
[BD]RT Doc,https://stream1.freetv.fun/rt-doc-2.m3u8,网络源,https://epg.pw/media/images/channel/2021/06/24/large/20210624003447280269_10.png,13.286,未分组,h264,640x360,25.0,有音频,0.5
é•¿å®ç»¼åˆ,http://cnpull.sccnfb.com:80/live/123456.m3u8,网络源,,3.006,未分组,h264,1920x1080,30.0,有音频,0.4844
[SD]atomic tv (360p),https://stream1.freetv.fun/atomic-tv-2.m3u8,网络源,https://epg.pw/media/images/channel/2022/03/18/large/20220318085917284267_44.png,3.884,未分组,h264,640x360,25.0,有音频,0.5156
[HD]cctv-15,https://stream1.freetv.fun/cctv-15-15.ctv,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001529466715_75.png,4.519,未分组,h264,1280x720,25.0,有音频,0.4062
[BD]american crimes,https://stream1.freetv.fun/american-crimes-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2014/12/10/20141210103012478893_82.jpg,1.529,未分组,h264,1280x720,25.0,有音频,0.625
å®‰å¾½æ± å·ä¹åå±±é£æ™¯åŒºèŠ±å°,https://gcalic.v.myalicdn.com/gc/jhs01_1/index.m3u8,网络源,,3.025,未分组,h264,1280x720,25.0,有音频,0.7969
[BD]cctv-12,https://stream1.freetv.fun/cctv-12-3.ctv,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001556307504_11.png,9.523,未分组,h264,1920x1080,50.0,有音频,0.0
[BD]television caribbean,https://stream1.freetv.fun/television-caribbean-1.m3u8,网络源,https://epg.pw/media/images/channel/2019/01/06/large/20190106152133298331_44.png,4.395,未分组,h264,1280x720,29.97002997002997,有音频,0.5469
[HD]abc news,https://stream1.freetv.fun/abc-news-6.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2017/10/09/20171009012506131666_63.png,10.474,未分组,h264,,,有音频,0.8281
[BD]cctv-4 america[geo-blocked],https://stream1.freetv.fun/cctv-4-america-2.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506174407806332_73.png,1.513,未分组,h264,1280x720,25.0,有音频,0.375
[BD]africa 24,https://stream1.freetv.fun/africa-24-3.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2015/08/21/20150821104534160761_51.png,1.487,未分组,h264,1280x720,25.0,有音频,0.5938
æµ™æ±Ÿ-æ™®é™€å±±,https://gcalic.v.myalicdn.com/gc/pts01_1/index.m3u8?contentid=2820180516001,网络源,,3.236,未分组,h264,1920x1080,25.0,有音频,0.4844
[BD]viju plus serial,https://stream1.freetv.fun/viju-plus-serial-2.m3u8,网络源,https://epg.pw/media/img/logo/A_PLUS.PNG,2.506,未分组,h264,1920x1080,50.0,有音频,0.625
[SD]cctv11,https://stream1.freetv.fun/cctv11-21.m3u8,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001605278776_41.png,2.748,未分组,h264,1066x600,25.0,有音频,0.5781
[BD]cctv3,https://stream1.freetv.fun/cctv3-38.m3u8,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001936710108_56.png,2.520,未分组,h264,1920x1080,25.0,有音频,0.0
[BD]tv 100,https://stream1.freetv.fun/tv-100-3.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506174023110295_42.png,1.302,未分组,h264,1280x720,25.0,有音频,0.625
[BD]alpha ard,https://stream1.freetv.fun/alpha-ard-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/27/large/20220527020443112628_58.png,1.501,未分组,h264,1280x720,25.0,有音频,0.3594
[BD]hell's kitchen,https://stream1.freetv.fun/hell-s-kitchen-4.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2015/02/13/20150213031809681089_50.jpg,7.835,未分组,h264,,,有音频,0.4531
[BD]antena 3,https://stream1.freetv.fun/antena-3-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2015/09/08/20150908163356593490_44.jpg,2.261,未分组,h264,1920x1080,25.0,有音频,0.625
[BD]baraza tv,https://stream1.freetv.fun/baraza-tv-1.m3u8,网络源,https://epg.pw/media/,1.478,未分组,h264,1280x720,25.0,有音频,0.7344
[HD]bloomberg tv australia (270p),https://stream1.freetv.fun/bloomberg-tv-australia-1.m3u8,网络源,https://epg.pw/media/img/logo/2013/10/30/2eab15998af3155577d75830500772ae.jpg,3.786,未分组,h264,480x272,25.0,有音频,0.4062
[HD]showcase movies ==,https://stream1.freetv.fun/showcase-movies-1.ctv,网络源,https://epg.pw/media/images/channel/2025/09/09/large/20250909014020401578_16.jpeg,1.295,未分组,h264,1280x720,29.97002997002997,有音频,0.4531
[BD]al jazeera mubasher,https://stream1.freetv.fun/al-jazeera-mubasher-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506174154957657_95.png,11.328,未分组,h264,426x240,25.0,有音频,0.6406
