频道名,地址,来源,图标,检测时间,分组,视频编码,分辨率,帧率,音频,相似度
[BD]al emarat,https://stream1.freetv.fun/al-emarat-2.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2015/08/20/20150820150724316904_39.jpg,1.498,未分组,h264,1280x720,25.0,有音频,0.7031
[BD]amc thrillers,https://stream1.freetv.fun/amc-thrillers-2.ctv,网络源,https://epg.pw/media/images/channel/2022/04/01/large/20220401234506250664_19.png,1.311,未分组,h264,1920x1080,29.97002997002997,有音频,0.3594
[SD]shemaroo bollywood (1080p),https://stream1.freetv.fun/shemaroo-bollywood-3.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506164739314866_74.png,4.364,未分组,h264,1920x1080,25.0,有音频,0.6562
[BD]cctv15-gq,https://stream1.freetv.fun/cctv15-gq-1.ctv,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001529466715_75.png,4.594,未分组,h264,1920x1080,50.0,有音频,0.0
[BD]asharq news,https://stream1.freetv.fun/asharq-news-3.m3u8,网络源,https://epg.pw/media/img/logo/2013/10/30/8edf68fca605a7b93c190c26e55838a3.png,8.617,未分组,h264,426x240,25.0,有音频,0.5156
[HD]bloomberg tv asia (720p),https://stream1.freetv.fun/bloomberg-tv-asia-2.m3u8,网络源,https://epg.pw/media/images/channel/2022/11/22/large/20221122143643242989_22.png,2.478,未分组,h264,480x272,25.0,有音频,0.4844
[BD]cctv13,https://stream1.freetv.fun/cctv13-11.ctv,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001548035027_74.png,2.309,未分组,h264,1920x1080,25.0,有音频,0.0
[BD]millbrae community television,https://stream1.freetv.fun/millbrae-community-television-1.m3u8,网络源,https://epg.pw/media/images/channel/2019/01/06/large/20190106152133298331_44.png,1.513,未分组,h264,1280x720,25.0,有音频,0.7969
å››å·å³¨çœ‰å±±äº‘æµ·æ—¥å‡º,https://gcalic.v.myalicdn.com/gc/emsarm_1/index.m3u8,网络源,,2.996,未分组,h264,1280x720,25.0,有音频,0.6406
[HD]television espoir 47,https://stream1.freetv.fun/television-espoir-47-1.m3u8,网络源,https://epg.pw/media/images/channel/2019/01/06/large/20190106152133298331_44.png,1.519,未分组,h264,1280x720,25.0,有音频,0.6562
[BD]tastemade australia,https://stream1.freetv.fun/tastemade-australia-1.m3u8,网络源,https://epg.pw/media/,1.503,未分组,h264,1280x720,25.0,有音频,0.5312
[BD]bloomberg originals[geo-blocked],https://stream1.freetv.fun/bloomberg-originals-2.m3u8,网络源,https://epg.pw/media/images/channel/2022/11/22/large/20221122143643242989_22.png,1.520,未分组,h264,1280x720,25.0,有音频,0.875
[BD]al arabiya business,https://stream1.freetv.fun/al-arabiya-business-2.m3u8,网络源,https://epg.pw/media/img/logo/AL_Arabiya.PNG,1.496,未分组,h264,1280x720,25.0,有音频,0.5
[VGA]cj onstyle plus,https://stream1.freetv.fun/cj-onstyle-plus-1.m3u8,网络源,https://epg.pw/media/img/logo/A_PLUS.PNG,1.508,未分组,h264,1280x720,25.0,有音频,0.4062
[BD]al rayyan,https://stream1.freetv.fun/al-rayyan-2.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506174053788102_27.png,4.968,未分组,h264,,,有音频,0.5781
[HD]in the kitchen,https://stream1.freetv.fun/in-the-kitchen-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2015/02/13/20150213031809681089_50.jpg,1.319,未分组,h264,1280x720,25.0,有音频,0.4062
[HD]axn,https://stream1.freetv.fun/axn-6.ctv,网络源,https://epg.pw/media/img/logo/AXN_HD.jpg,1.476,未分组,h264,1280x720,25.0,有音频,0.625
[BD]arena sport 2,https://stream1.freetv.fun/arena-sport-2-2.ctv,网络源,https://epg.pw/media/,2.605,未分组,h264,1920x1080,25.0,有音频,0.6875
æµ™æ±Ÿ-ä¹Œé•‡å…¨æ™¯,https://gcalic.v.myalicdn.com/gc/zjwzblt_1/index.m3u8?contentid=2820180516001,网络源,,3.250,未分组,h264,1920x1080,25.0,有音频,0.1562
[BD]dbm tv,https://stream1.freetv.fun/dbm-tv-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2015/08/21/20150821105035822912_56.jpg,5.384,未分组,h264,1920x1080,25.0,有音频,0.6562
[SD]cbbc bbc 4 uhd *m[geo-blocked],https://stream1.freetv.fun/cbbc-bbc-4-uhd--m-1.ctv,网络源,https://epg.pw/media/uploads/tmp_logo/2015/07/22/20150722072348890050_23.png,2.139,未分组,h264,960x540,25.0,有音频,0.5938
é‡‘å·æ–°é—»ç»¼åˆ,http://live.jinchuanrmt.com:90/live/zhxw.m3u8?zsicd,网络源,,2.087,未分组,h264,1920x1080,25.0,有音频,0.3125
[SD]tastemade australia (1080p),https://stream1.freetv.fun/tastemade-australia-2.m3u8,网络源,https://epg.pw/media/,4.742,未分组,h264,1920x1080,30.0,有音频,0.3906
ä¹Œé•‡é¾™å½¢ç”°,https://gcalic.v.myalicdn.com/gc/zjwzlxt_1/index.m3u8,网络源,,2.692,未分组,h264,1280x720,25.0,有音频,0.375
[SD]bbc news,https://stream1.freetv.fun/bbc-news-7.ctv,网络源,https://epg.pw/media/images/channel/2016/06/13/large/20160613215356459079_10.png,9.947,未分组,h264,1024x576,25.0,有音频,0.6875
[SD]oman sports tv (1080p) [not 24/7],https://stream1.freetv.fun/oman-sports-tv-1.m3u8,网络源,https://epg.pw/media/images/channel/2021/11/02/large/20211102205517084656_36.png,7.846,未分组,h264,426x240,25.0,有音频,0.25
ç›çº³æ–¯ç»¼åˆ,http://218.84.127.245:1026/hls/main1/playlist.m3u8,网络源,,2.606,未分组,h264,1920x1080,25.0,有音频,0.4844
[BD]arirang tv,https://stream1.freetv.fun/arirang-tv-1.m3u8,网络源,https://epg.pw/media/images/channel/2021/01/02/large/20210102201441051240_32.png,3.245,未分组,h264,1920x1080,29.97002997002997,有音频,0.3906
[BD]al jazeera ᴴᴰ english,https://stream1.freetv.fun/al-jazeera-hd-english-1.m3u8,网络源,https://epg.pw/media/images/channel/2023/09/04/large/20230904160018056594_85.png,6.177,未分组,h264,426x240,25.0,有音频,0.5469
[SD]bride tv (576p),https://stream1.freetv.fun/bride-tv-2.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506175000792370_26.png,3.807,未分组,h264,,,有音频,0.4531
[BD]etv telangana[geo-blocked],https://stream1.freetv.fun/etv-telangana-1.m3u8,网络源,https://epg.pw/media/images/channel/2021/11/13/large/20211113231453893031_53.png,13.269,未分组,h264,1920x1080,25.0,有音频,0.5781
[HD]angel tv america,https://stream1.freetv.fun/angel-tv-america-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506174407806332_73.png,11.921,未分组,h264,426x240,29.97002997002997,有音频,0.7969
[SD]mta5 africa (1080p),https://stream1.freetv.fun/mta5-africa-2.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2015/08/21/20150821104534160761_51.png,19.852,未分组,h264,,,有音频,0.375
